id;type;title;subtitle;author;publication_date;publisher_id;place;editor
1157;book;Catalogue of the Thirteenth Annual Exhibition at the Carnegie Institute;April 29th through June 30th, 1909;\N;1909-00-00;\N;\N;\N
1158;book;Catalogue of the Fourteenth Annual Exhibition at the Carnegie Institute;May 2nd through June 30th, 1910;\N;1910-00-00;\N;\N;\N
1159;book;Catalogue of the Fifteenth Annual Exhibition at the Carnegie Institute;April 27th through June 30th, 1911;\N;1911-00-00;\N;\N;\N
1160;book;Catalogue of the Sixteenth Annual Exhibition at the Carnegie Institute;April 25th through June 30th, 1912;\N;1912-00-00;\N;\N;\N
1161;book;Catalogue of the Seventeenth Annual Exhibition at the Carnegie Institute;April 24th through June 30th, 1913;\N;1913-00-00;\N;\N;\N
1162;book;Союз Молодежи;\N;\N;1911-00-00;\N;\N;\N
1163;book;Stedelijke Internationale Tentoonstelling Van Kunstwerken Van Levende Meesters;\N;\N;1912-00-00;\N;\N;\N
1164;book;Sojuz Russkih Hudozhnikov (2);\N;\N;1905-00-00;\N;\N;\N
1165;book;Выставка картин "Золотое руно".;\N;\N;1910-00-00;\N;\N;\N
1166;book;Esposizione di scultura futurista del pittore e scultore futurista Boccioni;\N;\N;1913-00-00;\N;\N;\N
1167;book;Esposizione Fu Balla e Balla Futurista;\N;\N;1915-00-00;\N;\N;\N
1168;book;XII Выставка Картин Союза Русских Художников;\N;\N;1914-00-00;\N;\N;\N
1169;book;Tentoonstelling der Werken van Lodewijk Schelfhout, Piet Mondriaan, Jan Sluyters, Leo Gestel, Le Fauconnier, J. C. van Epen, Architect;\N;\N;1915-00-00;\N;\N;\N
1170;book;Société des Artistes Indépendants, 22e Exposition;Serres de la Ville de Paris (Cours-la-Reine). Du 20 mars au 30 avril.;\N;1906-00-00;\N;Paris;\N
